,route_short_name,stop_name,average_wait
1798,16,Palata Srbija,0:06:07.419355
1799,65,Palata Srbija,0:08:13.381295
1800,75,Palata Srbija,0:10:44.859813
1801,78,Palata Srbija,0:10:54
1806,83,Palata Srbija,0:11:52.978723
1810,77,Palata Srbija,0:13:28.461538
1811,71,Palata Srbija,0:13:36.144578
1816,67,Palata Srbija,0:16:32.647059
1822,72,Palata Srbija,0:30:35
1825,16,Blok 30,0:06:07.419355
1826,65,Blok 30,0:08:13.381295
1827,75,Blok 30,0:10:44.859813
1828,78,Blok 30,0:10:54
1833,83,Blok 30,0:11:52.978723
1837,77,Blok 30,0:13:28.461538
1838,71,Blok 30,0:13:35.421687
1846,72,Blok 30,0:30:36.666667
1849,16,Arhiv,0:06:07.419355
1850,88,Arhiv,0:07:32.432432
1851,17,Arhiv,0:07:52.751678
1859,83,Arhiv,0:11:52.978723
1860,73,Arhiv,0:11:57.419355
1863,611,Arhiv,0:16:05.753425
1864,85,Arhiv,0:16:53.636364
1865,610,Arhiv,0:17:27.761194
1866,82,Arhiv,0:17:49.354839
1876,613,Arhiv,0:43:20
1879,612,Arhiv,0:47:30
1881,711,Arhiv,0:47:55
1885,607,Arhiv,1:31:52.500000
1888,16,Go Novi Beograd,0:06:07.419355
1889,65,Go Novi Beograd,0:08:13.812950
1890,75,Go Novi Beograd,0:10:44.859813
1891,78,Go Novi Beograd,0:10:54
1896,83,Go Novi Beograd,0:11:52.978723
1900,77,Go Novi Beograd,0:13:28.461538
1906,72,Go Novi Beograd,0:30:36.666667
1909,309,Nine Kirsanove,0:06:07.539267
1912,307,Nine Kirsanove,0:12:19.780220
1913,302,Nine Kirsanove,0:13:15
1914,305,Nine Kirsanove,0:14:22.500000
1915,311,Nine Kirsanove,0:19:18.947368
1916,304,Nine Kirsanove,0:21:15.849057
1922,306,Nine Kirsanove,0:27:40.975610
1926,303,Nine Kirsanove,0:34:13.125000
1933,309,Ilije Guteše,0:06:07.539267
1936,307,Ilije Guteše,0:12:19.780220
1937,302,Ilije Guteše,0:13:15.681818
1938,305,Ilije Guteše,0:14:22.500000
1939,311,Ilije Guteše,0:19:18.947368
1940,304,Ilije Guteše,0:21:16.981132
1946,306,Ilije Guteše,0:27:40.975610
1950,303,Ilije Guteše,0:34:13.125000
1957,309,Zvezdara /Pijaca/,0:06:07.539267
1960,309,Prvomajska,0:06:07.539267
1963,308,Prvomajska,0:11:14.257426
1967,64,Prvomajska,0:38:10.909091
1969,309,Pirandelova,0:06:07.539267
1972,307,Pirandelova,0:12:19.120879
1973,311,Pirandelova,0:19:20
1976,306,Pirandelova,0:27:40.975610
1981,309,Koste Trifkovića,0:06:07.539267
1982,7,Koste Trifkovića,0:08:59.523810
1987,5,Koste Trifkovića,0:11:21.063830
1990,14,Koste Trifkovića,0:17:30
1993,20,Koste Trifkovića,0:21:39.183673
1996,6,Koste Trifkovića,0:24:02.727273
1999,309,Isidora Blagojevića,0:06:07.539267
2002,309L,Isidora Blagojevića,0:19:40
2005,309,Bajdina,0:06:07.539267
2008,308,Bajdina,0:11:14.257426
2009,307,Bajdina,0:12:19.120879
2010,302,Bajdina,0:13:14.318182
2011,305,Bajdina,0:14:22.500000
2013,311,Bajdina,0:19:20
2014,304,Bajdina,0:21:14.716981
2021,306,Bajdina,0:27:40.975610
2025,303,Bajdina,0:34:13.125000
2032,309,Kaluđerica /Centar/,0:06:07.539267
2035,309L,Kaluđerica /Centar/,0:19:40
2038,309,"Oš ""Dragojlo Dudić""",0:06:07.539267
2041,308,"Oš ""Dragojlo Dudić""",0:11:14.257426
2042,307,"Oš ""Dragojlo Dudić""",0:12:19.120879
2043,302,"Oš ""Dragojlo Dudić""",0:13:14.318182
2044,305,"Oš ""Dragojlo Dudić""",0:14:22.500000
2046,311,"Oš ""Dragojlo Dudić""",0:19:20
2047,304,"Oš ""Dragojlo Dudić""",0:21:14.716981
2054,306,"Oš ""Dragojlo Dudić""",0:27:40.975610
2058,303,"Oš ""Dragojlo Dudić""",0:34:13.125000
2065,309,Kopaonička,0:06:07.539267
2068,309,Mirijevska,0:06:07.539267
2071,308,Mirijevska,0:11:14.257426
2072,307,Mirijevska,0:12:19.120879
2073,302,Mirijevska,0:13:14.318182
2074,305,Mirijevska,0:14:22.500000
2076,311,Mirijevska,0:19:20
2077,304,Mirijevska,0:21:14.716981
2084,306,Mirijevska,0:27:40.975610
2088,303,Mirijevska,0:34:13.125000
2095,309,Željka Milivojevića,0:06:07.539267
2098,309,Novo Naselje,0:06:07.539267
2101,307,Novo Naselje,0:12:19.780220
2102,302,Novo Naselje,0:13:15.681818
2103,305,Novo Naselje,0:14:22.500000
2104,311,Novo Naselje,0:19:18.947368
2105,304,Novo Naselje,0:21:15.849057
2111,306,Novo Naselje,0:27:40.975610
2115,303,Novo Naselje,0:34:13.125000
2122,309,Radisava Ignjatovića,0:06:07.539267
2125,309,Stepe Stepanovića,0:06:07.539267
2128,309,Dom Zdravlja,0:06:07.539267
2131,309,Put Za Kaluđericu,0:06:07.539267
2134,307,Put Za Kaluđericu,0:12:19.780220
2135,302,Put Za Kaluđericu,0:13:15
2136,305,Put Za Kaluđericu,0:14:22.500000
2137,311,Put Za Kaluđericu,0:19:18.947368
2138,304,Put Za Kaluđericu,0:21:18.113208
2144,306,Put Za Kaluđericu,0:27:40.975610
2148,303,Put Za Kaluđericu,0:34:13.125000
2155,16,Novi Beograd /Paviljoni/,0:06:07.741935
2158,611,Novi Beograd /Paviljoni/,0:14:17.368421
2159,610,Novi Beograd /Paviljoni/,0:16:35.076923
2160,82,Novi Beograd /Paviljoni/,0:17:05.714286
2161,81,Novi Beograd /Paviljoni/,0:17:42.711864
2162,81L,Novi Beograd /Paviljoni/,0:18:30.508475
2173,613,Novi Beograd /Paviljoni/,0:45:30
2175,612,Novi Beograd /Paviljoni/,0:47:30
2177,711,Novi Beograd /Paviljoni/,0:47:43.636364
2183,607,Novi Beograd /Paviljoni/,1:31:52.500000
2185,16,Novi Beograd /Paviljoni/,0:06:07.741935
2188,611,Novi Beograd /Paviljoni/,0:16:05.753425
2189,610,Novi Beograd /Paviljoni/,0:17:27.761194
2190,82,Novi Beograd /Paviljoni/,0:17:49.354839
2191,81,Novi Beograd /Paviljoni/,0:18:00
2194,81L,Novi Beograd /Paviljoni/,0:19:29.491525
2204,613,Novi Beograd /Paviljoni/,0:43:20
2205,612,Novi Beograd /Paviljoni/,0:47:30
2209,711,Novi Beograd /Paviljoni/,0:47:55
2212,607,Novi Beograd /Paviljoni/,1:31:52.500000
2215,16,Bulevar Maršala Tolbuhina,0:06:07.741935
2216,88,Bulevar Maršala Tolbuhina,0:07:32.432432
2217,17,Bulevar Maršala Tolbuhina,0:07:52.751678
2225,83,Bulevar Maršala Tolbuhina,0:11:52.978723
2226,73,Bulevar Maršala Tolbuhina,0:11:57.419355
2229,611,Bulevar Maršala Tolbuhina,0:16:05.753425
2230,85,Bulevar Maršala Tolbuhina,0:16:53.636364
2231,610,Bulevar Maršala Tolbuhina,0:17:27.761194
2232,82,Bulevar Maršala Tolbuhina,0:17:49.354839
2243,613,Bulevar Maršala Tolbuhina,0:43:20
2245,612,Bulevar Maršala Tolbuhina,0:47:30
2246,711,Bulevar Maršala Tolbuhina,0:47:55
2250,607,Bulevar Maršala Tolbuhina,1:31:52.500000
2254,73,Batajnica /Železnička Stanica/,0:06:09.523810
2257,703L1,Batajnica /Železnička Stanica/,0:21:34.444444
2260,50,Ustanička,0:06:10.877193
2263,307,Ustanička,0:12:19.120879
2264,302,Ustanička,0:12:46.206897
2265,305,Ustanička,0:14:10.632911
2266,311,Ustanička,0:18:39.344262
2268,304,Ustanička,0:21:09.230769
2273,306,Ustanička,0:27:42.857143
2274,E1,Ustanička,0:29:00
2279,303,Ustanička,0:33:45
2286,307,Vinča,0:06:10.879121
2289,16,Husinjskih Rudara,0:06:10.909091
2290,23,Husinjskih Rudara,0:07:05.925926
2295,25,Husinjskih Rudara,0:11:04.485981
2298,16,Salvadora Aljendea,0:06:10.909091
2299,23,Salvadora Aljendea,0:07:05.925926
2304,25,Salvadora Aljendea,0:11:04.485981
2307,16,Diljska,0:06:10.909091
2308,23,Diljska,0:07:05.925926
2313,25,Diljska,0:11:04.485981
2316,16,Stevana Hristića,0:06:10.909091
2317,23,Stevana Hristića,0:07:05.925926
2322,25,Stevana Hristića,0:11:04.485981
2325,16,Patrisa Lumumbe,0:06:10.909091
2326,23,Patrisa Lumumbe,0:07:05.925926
2331,25,Patrisa Lumumbe,0:11:05.046729
2334,16,Vuka Vrčevića,0:06:10.909091
2335,23,Vuka Vrčevića,0:07:05.555556
2336,35,Vuka Vrčevića,0:08:38.740157
2340,74,Vuka Vrčevića,0:10:10.458716
2341,32,Vuka Vrčevića,0:10:11.681416
2344,25,Vuka Vrčevića,0:11:05.046729
2350,25P,Vuka Vrčevića,0:15:30
2355,202,Vuka Vrčevića,0:26:08.372093
2358,32E,Vuka Vrčevića,0:31:13.333333
2359,35L,Vuka Vrčevića,1:06:00
2360,16,Pančevački Most,0:06:11.229947
2361,95,Pančevački Most,0:06:47.294118
2362,23,Pančevački Most,0:07:05.555556
2365,43,Pančevački Most,0:08:29.117647
2366,35,Pančevački Most,0:08:38.267717
2376,96,Pančevački Most,0:11:38.936170
2378,32E,Pančevački Most,0:31:13.333333
2379,16,Czk Vlada Divljan,0:06:11.229947
2380,48,Czk Vlada Divljan,0:06:45
2381,95,Czk Vlada Divljan,0:06:47.294118
2382,23,Czk Vlada Divljan,0:07:05.555556
2383,33,Czk Vlada Divljan,0:07:24.400000
2384,27E,Czk Vlada Divljan,0:07:54.507042
2387,43,Czk Vlada Divljan,0:08:29.117647
2388,35,Czk Vlada Divljan,0:08:38.267717
2403,96,Czk Vlada Divljan,0:11:38.297872
2407,E6,Czk Vlada Divljan,0:19:33.913043
2408,32E,Czk Vlada Divljan,0:31:13.333333
2409,16,Jovana Avakumovića,0:06:11.229947
2410,95,Jovana Avakumovića,0:06:47.294118
2411,23,Jovana Avakumovića,0:07:05.555556
2412,27E,Jovana Avakumovića,0:07:51.489362
2415,43,Jovana Avakumovića,0:08:29.117647
2416,35,Jovana Avakumovića,0:08:38.267717
2427,58,Jovana Avakumovića,0:14:42
2430,E6,Jovana Avakumovića,0:19:33.913043
2432,32E,Jovana Avakumovića,0:31:15.555556
2433,16,Cvijićeva,0:06:11.229947
2434,95,Cvijićeva,0:06:47.294118
2435,27E,Cvijićeva,0:07:51.489362
2438,43,Cvijićeva,0:08:29.117647
2439,35,Cvijićeva,0:08:38.267717
2448,58,Cvijićeva,0:14:42
2450,E6,Cvijićeva,0:19:33.913043
2453,32E,Cvijićeva,0:31:17.777778
2454,16,Džordža Vašingtona,0:06:11.229947
2455,95,Džordža Vašingtona,0:06:46.941176
2456,27E,Džordža Vašingtona,0:07:51.489362
2459,43,Džordža Vašingtona,0:08:29.558824
2460,35,Džordža Vašingtona,0:08:38.267717
2469,58,Džordža Vašingtona,0:14:42
2471,E6,Džordža Vašingtona,0:19:33.913043
2474,32E,Džordža Vašingtona,0:31:17.777778
2475,16,Brankov Most,0:06:11.550802
2476,95,Brankov Most,0:06:46.941176
2477,27E,Brankov Most,0:07:51.489362
2479,65,Brankov Most,0:08:28.235294
2480,35,Brankov Most,0:08:37.795276
2491,77,Brankov Most,0:13:53.684211
2493,E6,Brankov Most,0:19:33.913043
2497,EKO1,Brankov Most,0:23:55.909091
2498,16,Šest Kaplara,0:06:11.550802
2499,65,Šest Kaplara,0:08:28.676471
2500,75,Šest Kaplara,0:10:17.454545
2501,78,Šest Kaplara,0:10:35.151515
2505,83,Šest Kaplara,0:11:19.787234
2510,71,Šest Kaplara,0:13:33.658537
2511,77,Šest Kaplara,0:13:52.105263
2516,67,Šest Kaplara,0:16:33.529412
2523,72,Šest Kaplara,0:31:01.578947
2525,16,Skadarska,0:06:11.550802
2526,95,Skadarska,0:06:46.941176
2527,27E,Skadarska,0:07:51.489362
2529,35,Skadarska,0:08:37.795276
2537,58,Skadarska,0:14:42
2540,E6,Skadarska,0:19:33.913043
2542,16,Zeleni Venac,0:06:11.550802
2543,95,Zeleni Venac,0:06:46.941176
2544,27E,Zeleni Venac,0:07:51.063830
2546,65,Zeleni Venac,0:08:28.235294
2547,35,Zeleni Venac,0:08:37.795276
2558,77,Zeleni Venac,0:13:54.473684
2560,E6,Zeleni Venac,0:19:33.913043
2563,EKO1,Zeleni Venac,0:23:57.272727
2565,16,Blok 30,0:06:11.871658
2566,65,Blok 30,0:08:28.676471
2567,75,Blok 30,0:10:18
2568,78,Blok 30,0:10:35.757576
2572,83,Blok 30,0:11:19.148936
2577,77,Blok 30,0:13:52.105263
2584,72,Blok 30,0:31:01.578947
2586,16,Palata Srbija,0:06:11.871658
2587,65,Palata Srbija,0:08:28.676471
2588,75,Palata Srbija,0:10:17.454545
2589,78,Palata Srbija,0:10:35.757576
2593,83,Palata Srbija,0:11:19.787234
2598,71,Palata Srbija,0:13:32.926829
2599,77,Palata Srbija,0:13:52.894737
2604,67,Palata Srbija,0:16:33.529412
2610,72,Palata Srbija,0:31:01.578947
2613,16,Bulevar Maršala Tolbuhina,0:06:11.871658
2614,88,Bulevar Maršala Tolbuhina,0:07:15.394737
2615,17,Bulevar Maršala Tolbuhina,0:07:48.413793
2622,83,Bulevar Maršala Tolbuhina,0:11:16.774194
2624,73,Bulevar Maršala Tolbuhina,0:11:35.257732
2626,611,Bulevar Maršala Tolbuhina,0:14:18.157895
2628,610,Bulevar Maršala Tolbuhina,0:16:47.272727
2629,85,Bulevar Maršala Tolbuhina,0:16:47.462687
2630,82,Bulevar Maršala Tolbuhina,0:17:05.714286
2640,613,Bulevar Maršala Tolbuhina,0:45:30
2643,612,Bulevar Maršala Tolbuhina,0:47:30
2645,711,Bulevar Maršala Tolbuhina,0:47:49.565217
2651,607,Bulevar Maršala Tolbuhina,1:31:52.500000
2652,16,Španskih Boraca,0:06:11.871658
2653,65,Španskih Boraca,0:08:28.676471
2654,75,Španskih Boraca,0:10:18
2655,78,Španskih Boraca,0:10:35.757576
2659,83,Španskih Boraca,0:11:19.148936
2664,71,Španskih Boraca,0:13:32.195122
2665,77,Španskih Boraca,0:13:52.894737
2673,72,Španskih Boraca,0:31:01.578947
2676,16,Arhiv,0:06:12.192513
2677,88,Arhiv,0:07:16.862745
2682,83,Arhiv,0:11:18.510638
2684,73,Arhiv,0:11:35.257732
2686,611,Arhiv,0:14:18.157895
2688,85,Arhiv,0:16:47.462687
2689,610,Arhiv,0:16:48.181818
2690,82,Arhiv,0:17:04.761905
2701,613,Arhiv,0:45:30
2704,711,Arhiv,0:47:49.565217
2707,607,Arhiv,1:31:52.500000
2709,50,Naselje Braće Jerković,0:06:16.395349
2711,18,Naselje Braće Jerković,0:08:19.270073
2715,50,Zaplanjska,0:06:16.395349
2717,18,Zaplanjska,0:08:19.270073
2718,26L,Zaplanjska,0:08:27.731092
2724,50,Braće Jerković (Mitrovo Brdo),0:06:16.744186
2726,18,Braće Jerković (Mitrovo Brdo),0:08:19.270073
2730,50,Bulevar Peka Dapčevića,0:06:19.421965
2733,50,Paunova,0:06:19.421965
2734,48,Paunova,0:06:46.125000
2736,47,Paunova,0:08:03.802817
2742,49,Paunova,0:14:29.142857
2743,405,Paunova,0:16:56.417910
2746,402,Paunova,0:21:20.869565
2747,401,Paunova,0:22:03.529412
2750,403,Paunova,0:29:42.162162
2755,409,Paunova,0:33:42.222222
2758,408,Paunova,0:36:20
2759,503,Paunova,0:42:30
2762,407,Paunova,0:43:12
2769,406,Paunova,1:05:37.500000
2772,50,Trošarina,0:06:19.421965
2775,49,Trošarina,0:14:30
2776,405,Trošarina,0:16:56.417910
2777,409,Trošarina,0:17:03.333333
2784,403,Trošarina,0:29:43.783784
2785,408,Trošarina,0:36:20
2786,503,Trošarina,0:42:30
2788,407,Trošarina,0:43:12
2795,406,Trošarina,1:05:37.500000
2799,50,Sc Sport Eko,0:06:19.421965
2801,18,Sc Sport Eko,0:08:19.270073
2805,41,Banjica 2,0:06:19.666667
2808,40,Banjica 2,0:09:21.238938
2811,78,Banjica 2,0:10:54
2814,50,Pet Solitera,0:06:19.768786
2815,48,Pet Solitera,0:06:46.125000
2816,59,Pet Solitera,0:07:27.083333
2818,47,Pet Solitera,0:08:03.802817
2820,94,Pet Solitera,0:09:06
2828,42,Pet Solitera,0:12:55.764706
2832,50,Raška,0:06:19.768786
2833,48,Raška,0:06:46.500000
2834,59,Raška,0:07:27.500000
2836,47,Raška,0:08:07.132867
2838,94,Raška,0:09:08.429752
2846,42,Raška,0:12:55.058824
2850,50,Srpskih Udarnih Brigada,0:06:20.115607
2851,48,Srpskih Udarnih Brigada,0:06:46.500000
2852,59,Srpskih Udarnih Brigada,0:07:27.500000
2854,47,Srpskih Udarnih Brigada,0:08:07.132867
2856,94,Srpskih Udarnih Brigada,0:09:08.429752
2865,50,Pere Velimirovića,0:06:20.115607
2866,48,Pere Velimirovića,0:06:46.500000
2867,59,Pere Velimirovića,0:07:27.500000
2869,47,Pere Velimirovića,0:08:07.552448
2871,94,Pere Velimirovića,0:09:07.933884
2879,42,Pere Velimirovića,0:12:55.058824
2883,89,Vidikovac,0:06:20.701754
2886,504,Vidikovac,0:09:31.052632
2889,50,Julino Brdo,0:06:21.052632
2890,37,Julino Brdo,0:06:42.545455
2891,56,Julino Brdo,0:07:26.582278
2893,52,Julino Brdo,0:09:54.260870
2898,51,Julino Brdo,0:11:18.823529
2900,89,Julino Brdo,0:12:35.294118
2906,531,Julino Brdo,0:19:07.368421
2907,532,Julino Brdo,0:19:41.454545
2909,533,Julino Brdo,0:29:40
2916,41,Stadion Partizan,0:06:21.215470
2919,40,Stadion Partizan,0:09:20.176991
2922,34,Stadion Partizan,0:22:58.571429
2925,50,Žarkovo,0:06:21.403509
2926,37,Žarkovo,0:06:42.181818
2927,56,Žarkovo,0:07:26.582278
2929,52,Žarkovo,0:09:54.782609
2934,51,Žarkovo,0:11:18.823529
2936,89,Žarkovo,0:12:34.588235
2942,531,Žarkovo,0:19:07.368421
2943,532,Žarkovo,0:19:41.454545
2945,533,Žarkovo,0:29:37.777778
2952,50,Ratka Mitrovića,0:06:21.403509
2953,37,Ratka Mitrovića,0:06:42.545455
2955,52,Ratka Mitrovića,0:09:54.782609
2961,50,Ace Joksimovića,0:06:21.403509
2962,37,Ace Joksimovića,0:06:42.545455
2964,52,Ace Joksimovića,0:09:54.782609
2970,41,Pedagoška Akademija,0:06:21.546961
2973,40,Pedagoška Akademija,0:09:20.176991
2976,34,Pedagoška Akademija,0:22:58.571429
2979,50,Kneza Višeslava,0:06:21.754386
2980,37,Kneza Višeslava,0:06:42.545455
2984,89,Kneza Višeslava,0:12:35.294118
2988,50,Pilota Mihajla Petrovića,0:06:21.754386
2989,37,Pilota Mihajla Petrovića,0:06:42.545455
2990,23,Pilota Mihajla Petrovića,0:07:03.272727
2996,53,Pilota Mihajla Petrovića,0:11:32.783505
2999,89,Pilota Mihajla Petrovića,0:12:35.294118
3000,E2,Pilota Mihajla Petrovića,0:13:06.956522
3005,50,Ane Ahmatove,0:06:21.754386
3006,37,Ane Ahmatove,0:06:42.545455
3010,89,Ane Ahmatove,0:12:35.294118
3014,41,Bolnica Dragiša Mišović,0:06:21.878453
3017,59,Bolnica Dragiša Mišović,0:07:29.583333
3018,40,Bolnica Dragiša Mišović,0:09:20.176991
3019,94,Bolnica Dragiša Mišović,0:09:22
3025,42,Bolnica Dragiša Mišović,0:13:13.255814
3026,49,Bolnica Dragiša Mišović,0:14:28.285714
3030,34,Bolnica Dragiša Mišović,0:22:58.571429
3035,41,Paje Adamova,0:06:21.878453
3038,59,Paje Adamova,0:07:29.166667
3039,40,Paje Adamova,0:09:20.707965
3040,94,Paje Adamova,0:09:22
3043,78,Paje Adamova,0:10:54
3047,49,Paje Adamova,0:14:28.285714
3053,34,Paje Adamova,0:22:58.571429
3056,50,Janković Stojana,0:06:22.105263
3057,37,Janković Stojana,0:06:42.909091
3058,59,Janković Stojana,0:07:27.916667
3066,504,Janković Stojana,0:19:02.105263
3068,41,Plivalište Banjica,0:06:22.209945
3071,59,Plivalište Banjica,0:07:29.166667
3072,40,Plivalište Banjica,0:09:20.707965
3073,94,Plivalište Banjica,0:09:22
3076,78,Plivalište Banjica,0:10:54
3080,42,Plivalište Banjica,0:13:14.651163
3081,49,Plivalište Banjica,0:14:30
3089,41,Vojnomedicinska Akademija,0:06:22.209945
3092,59,Vojnomedicinska Akademija,0:07:29.166667
3093,40,Vojnomedicinska Akademija,0:09:20.707965
3094,94,Vojnomedicinska Akademija,0:09:22
3097,78,Vojnomedicinska Akademija,0:10:54
3101,42,Vojnomedicinska Akademija,0:13:14.651163
3102,49,Vojnomedicinska Akademija,0:14:30
3110,41,Banjica,0:06:22.209945
3113,59,Banjica,0:07:29.166667
3114,40,Banjica,0:09:20.176991
3115,94,Banjica,0:09:22
3118,78,Banjica,0:10:54
3122,49,Banjica,0:14:29.142857
3128,34,Banjica,0:22:58.571429
3131,41,Baštovanska,0:06:22.541436
3134,40,Baštovanska,0:09:21.238938
3137,78,Baštovanska,0:10:54
3139,405,Baštovanska,0:17:04.285714
3141,402,Baštovanska,0:21:18.260870
3142,401,Baštovanska,0:22:16.981132
3147,403,Baštovanska,0:30:07.692308
3150,409,Baštovanska,0:33:42.222222
3153,408,Baštovanska,0:37:05.806452
3155,407,Baštovanska,0:43:16.153846
3163,406,Baštovanska,1:05:52.941176
3164,41,Paunova,0:06:22.541436
3167,40,Paunova,0:09:20.707965
3170,78,Paunova,0:10:54
3173,41,Kragujevačkih Đaka,0:06:22.872928
3176,40,Kragujevačkih Đaka,0:09:21.238938
3179,78,Kragujevačkih Đaka,0:10:54
3181,405,Kragujevačkih Đaka,0:17:04.285714
3183,402,Kragujevačkih Đaka,0:21:18.260870
3184,401,Kragujevačkih Đaka,0:22:16.981132
3189,403,Kragujevačkih Đaka,0:30:07.692308
3192,409,Kragujevačkih Đaka,0:33:42.222222
3195,408,Kragujevačkih Đaka,0:37:05.806452
3197,407,Kragujevačkih Đaka,0:43:16.153846
3204,406,Kragujevačkih Đaka,1:05:52.941176
3206,50,Kanarevo Brdo,0:06:23.103448
3207,48,Kanarevo Brdo,0:06:46.500000
3208,59,Kanarevo Brdo,0:07:27.500000
3210,47,Kanarevo Brdo,0:08:07.552448
3212,94,Kanarevo Brdo,0:09:08.429752
3221,50,Stanka Paunovića,0:06:23.103448
3222,59,Stanka Paunovića,0:07:27.916667
3224,47,Stanka Paunovića,0:08:07.552448
3226,94,Stanka Paunovića,0:09:08.925620
3232,505L,Stanka Paunovića,0:13:23.846154
3234,505,Stanka Paunovića,0:14:53.924051
3240,505R,Stanka Paunovića,0:51:33.750000
3242,50,Vareška,0:06:23.448276
3243,59,Vareška,0:07:27.916667
3245,47,Vareška,0:08:07.552448
3247,94,Vareška,0:09:08.429752
3253,505L,Vareška,0:13:23.846154
3256,505,Vareška,0:14:53.924051
3261,505R,Vareška,0:51:33.750000
3263,50,Go Rakovica,0:06:23.448276
3264,59,Go Rakovica,0:07:28.333333
3266,47,Go Rakovica,0:08:07.552448
3268,94,Go Rakovica,0:09:08.429752
3274,505,Go Rakovica,0:14:53.924051
3278,502,Go Rakovica,0:21:18.367347
3281,54,Go Rakovica,0:43:50.400000
3283,505R,Go Rakovica,0:51:33.750000
3287,50,Marička,0:06:23.448276
3288,37,Marička,0:06:38.490566
3289,59,Marička,0:07:28.333333
3297,504,Marička,0:19:02.105263
3299,50,Miljakovac 1,0:06:23.448276
3300,59,Miljakovac 1,0:07:27.916667
3302,47,Miljakovac 1,0:08:07.552448
3304,94,Miljakovac 1,0:09:08.925620
3310,505L,Miljakovac 1,0:13:23.846154
3312,505,Miljakovac 1,0:14:53.164557
3317,502,Miljakovac 1,0:21:18.367347
3320,54,Miljakovac 1,0:43:50.400000
3322,505R,Miljakovac 1,0:51:33.750000
3326,50,Vojno Medicinski Centar,0:06:23.793103
3327,37,Vojno Medicinski Centar,0:06:41.250000
3328,23,Vojno Medicinski Centar,0:07:01.490683
3334,53,Vojno Medicinski Centar,0:11:44.536082
3336,89,Vojno Medicinski Centar,0:12:36.976744
3338,E2,Vojno Medicinski Centar,0:13:06.086957
3343,50,Janković Stojana,0:06:23.793103
3344,37,Janković Stojana,0:06:38.490566
3345,59,Janković Stojana,0:07:28.333333
3352,504,Janković Stojana,0:19:02.105263
3355,50,Pilota Mihajla Petrovića,0:06:23.793103
3356,37,Pilota Mihajla Petrovića,0:06:41.250000
3357,59,Pilota Mihajla Petrovića,0:07:28.750000
3366,504,Pilota Mihajla Petrovića,0:19:03.157895
3367,50,Kneza Višeslava,0:06:24.137931
3368,37,Kneza Višeslava,0:06:41.250000
3372,89,Kneza Višeslava,0:12:36.976744
3376,41,Makedonska,0:06:24.827586
3379,65,Makedonska,0:08:28.235294
3380,28,Makedonska,0:09:49.137931
3386,77,Makedonska,0:13:54.473684
3388,41,Glavna Pošta,0:06:25.172414
3391,23,Glavna Pošta,0:06:56.319018
3392,40,Glavna Pošta,0:09:26.315789
3397,41,London,0:06:25.517241
3400,37,London,0:06:41.818182
3401,23,London,0:06:56.319018
3402,40,London,0:09:25.789474
3408,E2,London,0:13:06.956522
3410,58,London,0:15:10.434783
3413,44,London,0:21:31.200000
3417,41,Birčaninova,0:06:25.517241
3420,37,Birčaninova,0:06:41.818182
3421,23,Birčaninova,0:06:56.687117
3422,40,Birčaninova,0:09:25.789474
3425,74,Birčaninova,0:10:15.555556
3429,E2,Birčaninova,0:13:06.956522
3431,58,Birčaninova,0:15:09.565217
3436,44,Birčaninova,0:21:30
3440,41,Studentski Trg,0:06:25.714286
3443,28,Studentski Trg,0:09:47.394958
3446,41,Trg Republike,0:06:26.043956
3449,28,Trg Republike,0:09:47.394958
3452,41,Admirala Geprata,0:06:26.043956
3453,37,Admirala Geprata,0:06:40.125000
3456,23,Admirala Geprata,0:07:05.555556
3457,40,Admirala Geprata,0:09:19.115044
3460,74,Admirala Geprata,0:10:07.777778
3464,E2,Admirala Geprata,0:13:06.086957
3466,58,Admirala Geprata,0:14:41.142857
3471,44,Admirala Geprata,0:21:12.244898
3475,41,Makedonska,0:06:26.043956
3478,65,Makedonska,0:08:11.739130
3479,28,Makedonska,0:09:47.394958
3485,77,Makedonska,0:13:27.692308
