,stop_name,Number of trips
3635,Sebeška Reka,397
3653,Pirotsko Naselje,397
648,Živojina Žujovića,397
700,Glavna Pošta,397
657,Gradska Bolnica,397
701,Glavna Pošta,397
3647,Pakračka,397
722,Ortopedski Zavod,397
891,Beogradska Arena /Španskih Boraca/,397
651,Čegarska,397
721,Ortopedski Zavod,397
3239,Studentski Grad,396
517,Mačvanska,396
4929,Banjica 2,395
698,Glavna Pošta,395
4171,Novo Naselje,395
697,Glavna Pošta,395
618,27. Marta,395
4177,Put Za Kaluđericu,395
4165,Nine Kirsanove,395
1654,Tehnički Fakulteti,395
1645,Pravni Fakultet,394
2086,Pilota Mihajla Petrovića,394
2098,Marička,394
1651,Tehnički Fakulteti,394
2611,Trošarina,394
2092,Janković Stojana,394
849,Zlatiborska,393
843,Prilaz,393
2101,Marička,393
855,Bosanska,393
3323,Dr Ivana Ribara,393
3326,"Naselje ""Dr Ivan Ribar""",393
2095,Janković Stojana,393
2952,Rasinska,392
1648,Pravni Fakultet,392
3620,Borča Raskršće,392
2934,Jedanaeste Krajiške Divizije,392
2931,Jedanaeste Krajiške Divizije,392
3632,Sebeška Reka,392
1502,Resavska,392
3626,Sebeš Mokri,392
3644,Pakračka,392
4641,Kaluđerica,392
2949,Rasinska,392
2937,Generala Zgonjanina,392
2946,Milorada Draškovića,392
3650,Pirotsko Naselje,392
2943,Milorada Draškovića,392
2940,Generala Zgonjanina,392
3638,Sebeš Suvi,392
3447,Dr Huga Klajna,391
306,Omladinskih Brigada,391
300,Agostina Neta,391
5641,Naselje Belvil,391
312,Blok 70,391
5821,Marka Čelebonovića,391
514,Novopazarska,391
318,Gandijeva,391
336,Dr Ivana Ribara,391
288,Železnička Stanica Novi Beograd,391
2625,Braće Vučković,391
3694,Bratstva I Jedinstva,391
2622,Žarkovo,391
342,Blok 45,391
6299,Kosovopoljska,391
324,Nehruova,391
9207,Ilije Guteše,391
330,Oš Branko Radičević,391
294,Blok 42,391
3600,Kombinatova,390
435,Pravni Fakultet,390
3594,Bele Bartoka,390
6616,Birotehnička Škola,389
285,Železnička Stanica Novi Beograd,389
485,Beogradska Arena /Antifašističke Borbe/,389
291,Blok 42,389
4181,Put Za Kaluđericu,389
303,Omladinskih Brigada,389
1275,Pariske  Komune,389
5638,Naselje Belvil,389
4169,Nine Kirsanove,389
4175,Novo Naselje,389
1153,Dunavska,389
1281,Paviljoni,389
339,Blok 45,389
297,Agostina Neta,389
783,Banjica 2,389
327,Oš Branko Radičević,389
309,Blok 70,389
321,Nehruova,389
333,Dr Ivana Ribara,389
315,Gandijeva,389
5078,Aleksandra Dubčeka,388
2784,Obalskih Radnika,388
3438,Nikole Dobrovića,388
852,Zlatiborska,388
858,Bosanska,388
864,Rada Končara,388
1278,Pariske  Komune,388
1284,Paviljoni,388
2778,Svetolika Lazarevića Laze,388
1287,Prilaz,388
838,Kbc Zemun,388
1033,Novi Beograd /Paviljoni/,387
2688,Miloša Pocerca,387
814,Hotel Jugoslavija,387
2619,Drinska,387
835,Aleksandra Dubčeka,387
97,Vukov Spomenik,387
1455,Ratka Mitrovića,387
841,Kbc Zemun,387
3282,Crkva Sv. Georgija,386
2121,Šumice - Okretnica,386
1030,Novi Beograd /Paviljoni/,386
3288,Dušana Vukasovića,386
3294,Surčinska,386
1038,Šumice,385
9211,Ilije Guteše,385
1047,Grčića Milenka,385
1041,Hotel Srbija,385
3525,Kneza Miloša,384
3591,Bele Bartoka,384
6574,Kamenička,384
3528,Kneza Miloša,384
3291,Dušana Vukasovića,384
4593,Pirandelova,384
3597,Kombinatova,384
2658,Trg Slavija /Nemanjina/,384
9071,Savski Most,384
3297,Surčinska,384
2682,Zeleni Venac,384
1864,Vojvode Micka Krstića,383
1882,Mirijevski Bulevar,383
2709,Kneževac,383
213,Mite Ružića,383
3423,Studentski Grad,383
1876,Put Za Adu Huju,383
1870,Diljska,383
6670,Železnička Stanica Novi Beograd,383
5692,Novo Naselje,382
822,Džona Kenedija,382
1867,Diljska,382
1873,Put Za Adu Huju,382
817,Hotel Jugoslavija,382
829,Karađorđev Trg,382
1861,Vojvode Micka Krstića,382
5046,Vaznesenjska Crkva,382
1879,Mirijevski Bulevar,382
7405,Sc Mladost,382
5134,Vikend Naselje,382
5128,Vila Mara,382
4178,Put Za Kaluđericu,381
3531,Savski Trg,381
4172,Novo Naselje,381
2787,Obalskih Radnika,381
2781,Svetolika Lazarevića Laze,381
1115,Džona Kenedija,381
2793,Mz Čukarička Padina,381
1121,Prve Pruge - Retenzija,381
4166,Nine Kirsanove,381
2254,Nehruova,380
2655,Trg Slavija /Nemanjina/,380
1338,Bulevar Kralja Aleksandra,380
2248,Oš Branko Radičević,380
2203,Dr Ivana Ribara,380
5131,Vila Mara,379
3695,Bratstva I Jedinstva,379
5695,Novo Naselje,379
5137,Vikend Naselje,379
6300,Kosovopoljska,379
7408,Sc Mladost,379
1127,22. Oktobra,379
2257,Nehruova,378
2251,Oš Branko Radičević,378
3303,Nedeljka Gvozdenovića,377
2288,Erport Siti,377
9208,Ilije Guteše,377
1061,Beogradska Arena /Antifašističke Borbe/,377
6141,Bežanijska Kosa,376
1124,Poljoprivredni Fakultet,375
2790,Mz Čukarička Padina,375
900,Karaburma 2,374
9029,Beograd Na Vodi,374
1504,Glavna Pošta,373
3159,Omladinski Stadion/Izlaz/,372
81,Takovska,372
677,Vladimira Tomanovića,372
75,Bulevar Despota Stefana,372
72,Pijaca Skadarlija,371
259,Staro Sajmište,371
78,Bulevar Despota Stefana,371
84,Takovska,371
2712,Kneževac,370
2278,Tehnička Škola Novi Beograd,369
116,Savski Trg,369
1560,Blok 42,369
6667,Železnička Stanica Novi Beograd,369
2829,Železnički Tunel,368
2841,Put Za Žtp,368
2835,Rupčine,368
1495,Trg Republike,368
106,Pravni Fakultet,368
107,Pravni Fakultet,368
118,Savski Trg,368
2853,Železnik /Ulaz/,368
2281,Tehnička Škola Novi Beograd,368
119,Savski Trg,368
673,Šumice,368
2847,Ranžirna Stanica,368
1546,Sup Palilula,367
7121,Omladinskih Brigada,366
1034,Novi Beograd /Paviljoni/,366
69,Pijaca Skadarlija,366
1031,Novi Beograd /Paviljoni/,366
205,Pijaca Zvezdara,365
206,Pijaca Zvezdara,365
203,Pijaca Zvezdara,364
3510,Mz Mladost,364
7207,Savska Terasa,364
6790,Gandijeva,364
202,Pijaca Zvezdara,364
1857,Vukov Spomenik,364
3513,Mz Mladost,364
1950,Oktobarska,362
1935,Kalemarska,362
2850,Železnik /Ulaz/,361
2838,Put Za Žtp,361
2826,Železnički Tunel,361
2844,Ranžirna Stanica,361
2832,Rupčine,361
573,Konjarnik,361
1469,Mz Vidikovac,359
1466,Mz Vidikovac,359
1475,Vidikovački Venac,359
98,Vukov Spomenik,359
643,Marka Oreškovića,358
3228,Studentska,358
640,Marka Oreškovića,358
649,Živojina Žujovića,358
3700,Drinske Divizije,358
605,Grčića Milenka,358
602,Grčića Milenka,358
599,Bačvanska,358
596,Bačvanska,358
628,Zdravka Čelara,358
637,Podvožnjak,358
652,Čegarska,358
646,Šabačka,358
2372,Mpi,358
3706,Save Mrkalja,358
658,Gradska Bolnica,358
634,Podvožnjak,358
2366,Maksima Gorkog,358
6167,Solunska,357
3348,Preduzeće Galenika Magmasil,357
546,Škola Vojislav Ilić,357
7204,Savska Terasa,357
4782,Kijevo,357
3231,Studentska,357
2961,Banovo Brdo,357
4776,Deponija,357
1492,Dušanova,356
2612,Trošarina,355
2600,Ustanička,355
694,Medaković 3,354
1497,Trg Republike,354
555,Rimska,353
5146,Galovica,352
5140,Malinjak,352
1854,Dom Zdravlja Voždovac,352
5158,Surčin /Ulaz/,352
5170,Marka Raba,352
5152,Orešac,352
5164,Crkva,352
1044,Hotel Srbija,352
5176,Skopljanska,352
1050,Grčića Milenka,352
1734,Astronomska,351
6628,Bosutska,351
122,Braće Baruh,351
889,Oš Gavrilo Princip,351
1746,Sime Trojanovića,351
1740,Ćalije,351
1728,Triglavska,351
1752,Ladne Vode,351
121,Braće Baruh,351
3123,Nikole Doksata,351
1722,Marijane Gregoran,351
1716,Generala Aračića,351
1737,Astronomska,350
1725,Marijane Gregoran,350
1749,Sime Trojanovića,350
5167,Crkva,350
1755,Ladne Vode,350
1731,Triglavska,350
5161,Surčin /Ulaz/,350
5143,Malinjak,350
5173,Marka Raba,350
1719,Generala Aračića,350
3345,Preduzeće Galenika Magmasil,350
5179,Skopljanska,350
6058,Surčin /Centar/,350
1743,Ćalije,350
5155,Orešac,350
6631,Bosutska,350
5149,Galovica,350
886,Oš Gavrilo Princip,350
6676,Nikole Doksata,350
367,Trg Oslobođenja,349
406,Visoka Škola Elektrotehnike,349
388,Vitanovačka,349
376,Bože Jankovića,349
2237,Blok 45,349
1779,Mirijevski Venac,349
400,Nikšićka,349
2243,Dr Ivana Ribara 1,349
412,Saobraćajni Fakultet,349
1806,Mirijevo 4,349
2019,Milivoja Perovića,349
1797,Aleksandra Belića,349
382,Kralja Vladimira,349
842,Kbc Zemun,348
162,Mašinski Fakultet,348
836,Aleksandra Dubčeka,348
2240,Blok 45,347
695,Medaković 3,347
1489,Dušanova,347
3264,Gandijeva,347
260,Staro Sajmište,347
3252,Stari Aerodrom,347
5079,Aleksandra Dubčeka,347
2246,Dr Ivana Ribara 1,347
3258,Imt,347
839,Kbc Zemun,347
3544,Zadrugarska,346
93,Mašinski Fakultet,346
518,Mačvanska,346
278,Blok 23,346
8008,Miljakovačke Staze,346
275,Blok 23,346
254,Ekonomski Fakultet,346
272,Sava Centar,346
269,Sava Centar,346
3541,Zadrugarska,345
1704,Naselje Braće Jerković,345
1803,Mirijevo 4,345
1800,Milivoja Perovića,345
1794,Aleksandra Belića,345
2553,Kamenac,345
4785,Kijevo,344
3285,Crkva Sv. Georgija,344
5640,Naselje Belvil,344
5639,Naselje Belvil,344
4779,Deponija,344
1243,Ljubićka (Univerzitet Singidunum),344
1237,Vitanovačka,344
1231,Bjelovarska,344
1225,Darvinova,344
409,Saobraćajni Fakultet,344
403,Visoka Škola Elektrotehnike,344
397,Nikšićka,344
391,Petrovačka,344
286,Železnička Stanica Novi Beograd,344
385,Vitanovačka,344
379,Kralja Vladimira,344
287,Železnička Stanica Novi Beograd,344
292,Blok 42,344
293,Blok 42,344
298,Agostina Neta,344
370,Trg Oslobođenja,344
299,Agostina Neta,344
304,Omladinskih Brigada,344
305,Omladinskih Brigada,344
310,Blok 70,344
311,Blok 70,344
316,Gandijeva,344
317,Gandijeva,344
322,Nehruova,344
323,Nehruova,344
328,Oš Branko Radičević,344
329,Oš Branko Radičević,344
334,Dr Ivana Ribara,344
335,Dr Ivana Ribara,344
340,Blok 45,344
3261,Imt,344
341,Blok 45,344
3459,Gandijeva,344
1240,Vitanovačka,343
1234,Bjelovarska,343
1228,Darvinova,343
2710,Kneževac,343
1246,Ljubićka (Univerzitet Singidunum),343
823,Džona Kenedija,343
4800,Resnik /Izlaz/,342
1151,Dunavska,342
511,Katanićeva,342
4788,Ispod Tunela,342
4803,Spomenik,342
1646,Pravni Fakultet,341
5642,Naselje Belvil,341
307,Omladinskih Brigada,341
301,Agostina Neta,341
302,Agostina Neta,341
343,Blok 45,341
1652,Tehnički Fakulteti,341
2289,Milutina Milankovića,341
296,Blok 42,341
295,Blok 42,341
290,Železnička Stanica Novi Beograd,341
289,Železnička Stanica Novi Beograd,341
3707,Save Mrkalja,341
3701,Drinske Divizije,341
308,Omladinskih Brigada,341
5643,Naselje Belvil,341
1785,Mirijevo 2,341
338,Dr Ivana Ribara,341
326,Nehruova,341
319,Gandijeva,341
2075,Ratka Mitrovića,341
331,Oš Branko Radičević,341
332,Oš Branko Radičević,341
325,Nehruova,341
337,Dr Ivana Ribara,341
344,Blok 45,341
314,Blok 70,341
313,Blok 70,341
320,Gandijeva,341
644,Marka Oreškovića,340
3579,Nova Galenika,340
653,Čegarska,340
5194,Krušedolska,340
5200,Braće Nikolić,340
1203,Bulevar Umetnosti,340
1701,Naselje Braće Jerković,340
5203,Braće Nikolić,340
515,Novopazarska,340
215,Mite Ružića,340
3655,Blok 42,340
214,Mite Ružića,340
5680,Surčin /Mlin/,340
1309,Matice Srpske,340
5677,Surčin /Mlin/,340
5197,Krušedolska,340
659,Gradska Bolnica,340
638,Podvožnjak,340
5188,Surčin /Centar/,340
650,Živojina Žujovića,340
1154,Dunavska,339
635,Podvožnjak,339
641,Marka Oreškovića,339
647,Šabačka,339
617,27. Marta,339
1655,Tehnički Fakulteti,339
629,Zdravka Čelara,339
616,27. Marta,339
1312,Matice Srpske,338
2068,Ace Joksimovića,338
674,Šumice,338
766,Paunova,338
2062,Žarkovo,338
1776,Mirijevski Venac,337
5815,Pedagoška Akademija,337
2077,Ratka Mitrovića,337
2016,Bulevar Umetnosti,337
2071,Ace Joksimovića,337
520,Katanićeva,337
729,Stadion Partizan,337
2317,Branka Pešića,336
3595,Bele Bartoka,336
1437,Pionirski Grad,336
2314,Branka Pešića,336
2311,Stadion Zemun,336
2308,Stadion Zemun,336
2302,Ugrinovačka,336
2320,Filipa Višnjića,336
1649,Pravni Fakultet,336
2323,Filipa Višnjića,336
1419,Petra Lekovića,336
1431,Sc  Košutnjak,336
1443,Luke Vojvodića,336
815,Hotel Jugoslavija,336
3601,Kombinatova,336
1449,Miloja Zakića,336
1425,Žarkovačka,336
2148,Stadion Rajko Mitić,335
2271,Omladinskih Brigada,335
620,27. Marta,335
2142,Trg Oslobođenja,335
619,27. Marta,335
6172,Žs Pančevački Most,335
2157,Narodnog Heroja Milana Tepića,335
1962,Mz Kumodraž,335
9015,Savski Park,334
4930,Banjica 2,334
5822,Marka Čelebonovića,334
6168,Solunska,334
1568,"Pijaca ""Kalenić""",334
767,Paunova,334
2292,Milutina Milankovića,334
784,Banjica 2,334
3448,Dr Huga Klajna,334
2151,Stadion Rajko Mitić,333
2154,Šekspirova,333
2713,Kneževac,333
3598,Kombinatova,333
660,Miloša Jankovića,333
2145,Trg Oslobođenja,333
654,Gradska Bolnica,333
3592,Bele Bartoka,333
666,Zvezdara,333
1416,Petra Lekovića,333
1434,Pionirski Grad,333
4656,Banjica 2,333
1428,Sc  Košutnjak,333
1440,Luke Vojvodića,333
4662,Riste Stefanovića,333
1446,Miloja Zakića,333
1452,Ratka Mitrovića,333
1422,Žarkovačka,333
5122,Ledine,333
4668,Voje Radića,333
6061,Miljakovac 3,333
249,Rk Beograđanka,333
830,Karađorđev Trg,332
818,Hotel Jugoslavija,332
1782,Mirijevo 2,332
8038,Naselje Belvil,332
732,Stadion Partizan,332
5818,Pedagoška Akademija,332
1707,Trg Republike,332
3663,Agostina Neta,332
6209,Ane Ahmatove,332
9016,Savski Park,331
171,Go Zvezdara,331
198,Batutova,331
168,Go Zvezdara,331
192,Lion,331
177,Pijaca Đeram,331
8035,Naselje Belvil,331
174,Pijaca Đeram,331
3660,Agostina Neta,331
195,Batutova,331
183,Pop Stojanova,331
3439,Nikole Dobrovića,331
186,Pop Stojanova,331
189,Lion,331
1066,Stratimirovićeva,330
1069,Južni Bulevar,330
4931,Banjica 2,330
4777,Deponija,330
8867,Trg Slavija,330
1858,Vukov Spomenik,330
2398,Železnička Stanica Dunav,330
1057,Dušanovac /Pošta/,330
5125,Ledine,330
785,Banjica 2,330
4783,Kijevo,330
2425,Trg Oslobođenja,329
2001,Trg Republike,329
4797,Resnik /Izlaz/,329
4794,Spomenik,329
4791,Ispod Tunela,329
2467,Mosorska,329
1086,Mostar,329
2437,Atletska Dvorana,329
2443,Fakultet Organizacionih Nauka,329
1083,Mostar,329
2431,Veljka Lukića Kurjaka,329
2449,Crkva Sv. Vasilija Ostroškog,329
1368,Karaburma 2,328
669,Zvezdara,328
231,Vukov Spomenik /Bul.Kralja Aleksa./,328
663,Miloša Jankovića,328
2279,Tehnička Škola Novi Beograd,327
2428,Trg Oslobođenja,327
2440,Atletska Dvorana,327
2446,Fakultet Organizacionih Nauka,327
165,Vukov Spomenik /Bul.Kralja Aleksa./,327
2452,Crkva Sv. Vasilija Ostroškog,327
228,Ustanička,327
225,Ustanička,327
2956,Petlovo Brdo,327
2470,Mosorska,327
2434,Veljka Lukića Kurjaka,327
2282,Tehnička Škola Novi Beograd,326
2556,Kamenac,326
5783,Sc Vizura,326
1293,Mirijevo 3,326
1505,Glavna Pošta,326
3330,Blok 61,326
1959,Mz Kumodraž,326
3426,Sc 11. April,325
1887,Rospi Ćuprija,325
383,Kralja Vladimira,324
389,Vitanovačka,324
407,Visoka Škola Elektrotehnike,324
401,Nikšićka,324
7122,Omladinskih Brigada,324
377,Bože Jankovića,324
413,Saobraćajni Fakultet,324
368,Trg Oslobođenja,324
1945,Institut Torlak,323
3229,Studentska,323
3327,Blok 61,323
6671,Železnička Stanica Novi Beograd,323
2959,Petlovo Brdo,323
3421,Milutina Milankovića,323
6121,Peđe Milosavljevića,323
1218,Meštrovićeva,322
3529,Kneza Miloša,322
1212,Jovana Bijelića,322
2659,Trg Slavija /Nemanjina/,322
931,Patrisa Lumumbe,321
928,Patrisa Lumumbe,321
925,Diljska,321
922,Diljska,321
904,Salvadora Aljendea,321
919,Stevana Hristića,321
4548,Prvomajska,321
916,Stevana Hristića,321
3596,Bele Bartoka,321
3526,Kneza Miloša,321
910,Husinjskih Rudara,321
3602,Kombinatova,321
913,Husinjskih Rudara,321
688,Svetozara Radojčića,321
865,Rada Končara,321
853,Zlatiborska,321
859,Bosanska,321
682,Medaković 2,321
934,Vojvode Micka Krstića,321
907,Salvadora Aljendea,321
386,Vitanovačka,320
398,Nikšićka,320
404,Visoka Škola Elektrotehnike,320
392,Petrovačka,320
4786,Kijevo,320
380,Kralja Vladimira,320
410,Saobraćajni Fakultet,320
4780,Deponija,320
371,Trg Oslobođenja,320
844,Prilaz,319
3232,Studentska,319
850,Zlatiborska,319
856,Bosanska,319
3532,Savski Trg,319
679,Medaković 2,319
1048,Grčića Milenka,319
1042,Hotel Srbija,319
1039,Šumice,319
685,Svetozara Radojčića,319
6218,Farmaceutski Fakultet,318
6578,Kalemarska,318
6781,Omladinskih Brigada 1,318
1942,Institut Torlak,318
6124,Ljubinke Bobić,318
691,Medaković 3,318
1221,Meštrovićeva,317
2926,Serdar Janka Vukotića,317
2656,Trg Slavija /Nemanjina/,317
2262,Gandijeva,317
1215,Jovana Bijelića,317
2920,Labudovo Brdo,317
3354,Coca-Cola,317
2096,Janković Stojana,316
8804,Trg Republike,316
1880,Mirijevski Bulevar,316
1877,Put Za Adu Huju,316
3593,Bele Bartoka,316
1874,Put Za Adu Huju,316
1883,Mirijevski Bulevar,316
1871,Diljska,316
1868,Diljska,316
1865,Vojvode Micka Krstića,316
1862,Vojvode Micka Krstića,316
3599,Kombinatova,316
2102,Marička,316
4707,Beli Potok /Kumbara/,316
3424,Studentski Grad,316
667,Zvezdara,315
4804,Spomenik,315
1206,Sc Sport Eko,315
4789,Ispod Tunela,315
1194,Braće Jerković (Mitrovo Brdo),315
2087,Pilota Mihajla Petrovića,315
655,Gradska Bolnica,315
4801,Resnik /Izlaz/,315
2093,Janković Stojana,315
1188,Naselje Braće Jerković,315
661,Miloša Jankovića,315
3621,Borča Raskršće,315
2099,Marička,315
3021,Zeleni Venac,315
2554,Kamenac,315
2923,Labudovo Brdo,314
2929,Serdar Janka Vukotića,314
9275,1000 Ruža,314
4710,Beli Potok /Kumbara/,314
670,Zvezdara,313
1191,Naselje Braće Jerković,313
1197,Braće Jerković (Mitrovo Brdo),313
664,Miloša Jankovića,313
1209,Sc Sport Eko,313
6164,Dorćol /Dunavska/,312
1333,Savski Trg (Savska),312
9278,1000 Ruža,312
5784,Sc Vizura,312
1547,Sup Palilula,312
1561,Blok 42,311
4665,Voje Radića,311
1585,Dušanovac /Pošta/,311
2400,Hala Aleksandar Nikolić,311
2406,Cvijićeva,311
6668,Železnička Stanica Novi Beograd,311
4653,Banjica 2,311
1579,Tetovska,311
2412,27. Marta,311
4545,Kefalonijska,311
1573,Južni Bulevar,311
4659,Riste Stefanovića,311
3351,Coca-Cola,311
7534,Topčiderski Park,310
1300,Pijaca,310
2409,27. Marta,309
3514,Mz Mladost,309
2415,Pravni Fakultet,309
1334,Savski Trg (Savska),309
2403,Cvijićeva,309
6151,Žs Pančevački Most,309
6791,Gandijeva,309
5043,Hala Aleksandar Nikolić,309
2331,Oš Petar Kočić,308
2325,Rada Končara /Dom Zdravlja/,308
1493,Dušanova,308
3432,Stojana Aralice,307
2008,Pionirski Park,307
3511,Mz Mladost,307
692,Medaković 3,307
1788,Mirijevo,307
4704,Kružni Put,306
4680,Milutina Miljkovića,306
4698,Rakovica Selo,306
4674,Jajinci /Dom Zdravlja/,306
3422,Milutina Milankovića,306
5035,Savski Trg (Savska),306
4686,Spomen Park Jajinci,306
4692,Rakovica Selo (Spomen Česma),306
2080,Kneza Višeslava,306
2014,Palata Pravde,306
6223,Save Jovanovića,306
2249,Oš Branko Radičević,305
4792,Ispod Tunela,305
4795,Spomenik,305
4798,Resnik /Izlaz/,305
2255,Nehruova,305
2204,Dr Ivana Ribara,305
83,Takovska,305
76,Bulevar Despota Stefana,305
905,Salvadora Aljendea,305
2083,Kneza Višeslava,305
911,Husinjskih Rudara,305
6212,Ane Ahmatove,305
917,Stevana Hristića,305
923,Diljska,305
82,Takovska,305
77,Bulevar Despota Stefana,305
929,Patrisa Lumumbe,305
2557,Kamenac,305
2620,Drinska,304
1576,Tetovska,304
5047,Vaznesenjska Crkva,304
2328,Rada Končara /Dom Zdravlja/,304
1564,"Pijaca ""Kalenić""",304
935,Vojvode Micka Krstića,304
914,Husinjskih Rudara,304
1657,Go Vračar,304
1570,Južni Bulevar,304
932,Patrisa Lumumbe,304
1582,Dušanovac /Pošta/,304
2689,Miloša Pocerca,304
920,Stevana Hristića,304
890,Oš Gavrilo Princip,304
926,Diljska,304
908,Salvadora Aljendea,304
2758,Pijaca,304
1780,Mirijevski Venac,303
1186,Zaplanjska,303
733,Stadion Partizan,303
734,Stadion Partizan,303
2258,Nehruova,303
2015,Palata Pravde,303
5036,Savski Trg (Savska),303
3342,Geomašina,303
1974,Kovačka,303
2252,Oš Branko Radičević,303
3480,Generala Nedeljkovića,303
1490,Dušanova,303
5820,Pedagoška Akademija,303
3360,Elektronska Industrija,303
5819,Pedagoška Akademija,303
1968,Zemljoradnička,303
6133,Marka Ristića,302
6154,Magelanova,302
2761,Ivo Lola Ribar,302
6136,Milana Vujaklije,302
6127,Ljubinke Bobić,302
3687,Mz Blok 61,302
887,Oš Gavrilo Princip,302
3675,Blok 63,302
6889,Oštreljska,302
3681,Blok 62,302
3684,Mz Blok 61,301
1775,Stojčino Brdo,301
731,Stadion Partizan,301
3346,Preduzeće Galenika Magmasil,301
2683,Zeleni Venac,301
6575,Kamenička,301
1763,Vitezova Karađorđeve Zvezde,301
795,Ušće,301
6892,Oštreljska,301
1641,Studentski Trg,301
730,Stadion Partizan,301
1769,Selište,301
5816,Pedagoška Akademija,301
80,Bulevar Despota Stefana,301
73,Pijaca Skadarlija,301
86,Takovska,301
3678,Blok 62,301
85,Takovska,301
3672,Blok 63,301
74,Pijaca Skadarlija,301
5817,Pedagoška Akademija,301
79,Bulevar Despota Stefana,301
3657,Blok 61,301
436,Pravni Fakultet,300
3545,Zadrugarska,300
5812,Crkva Svetog Dimitrija,300
798,Ušće,300
70,Pijaca Skadarlija,299
3349,Preduzeće Galenika Magmasil,299
3542,Zadrugarska,299
1183,Zaplanjska,299
71,Pijaca Skadarlija,299
2324,Filipa Višnjića,299
191,Lion,299
190,Lion,299
184,Pop Stojanova,299
2312,Stadion Zemun,299
175,Pijaca Đeram,299
197,Batutova,299
176,Pijaca Đeram,299
170,Go Zvezdara,299
196,Batutova,299
2318,Branka Pešića,299
185,Pop Stojanova,299
169,Go Zvezdara,299
1306,Semjuela Beketa,299
3477,Generala Nedeljkovića,298
3099,Ljubice Luković,298
187,Pop Stojanova,298
3105,Pante Srećkovića,298
188,Pop Stojanova,298
178,Pijaca Đeram,298
194,Lion,298
173,Go Zvezdara,298
6673,Milana Vujaklije,298
172,Go Zvezdara,298
193,Lion,298
6409,Magelanova,298
4192,Filipa Kljajića,298
4198,Stara Kaluđerica,298
199,Batutova,298
200,Batutova,298
4224,Zdravstvena St. Leštane I Vinča,298
2711,Kneževac,298
6130,Marka Ristića,298
179,Pijaca Đeram,298
2574,Železnička Stanica Resnik,297
2568,Aleksandra Vojinovića,297
